selection,method,primary_method,shared_rank,gene,gene_short_name,scsketch_correlation,orientation_adjusted_scsketch_correlation,method_pseudotime_correlation,method_q_value,path_progress_pseudotime_spearman_r
Selection 3,PAGA/DPT,True,26,WBGene00001681,gpc-1,0.5912184432941329,0.5912184432941329,0.6425705150316057,2.6843366191523225e-55,0.9888714085627963
Selection 3,PAGA/DPT,True,27,WBGene00004921,snt-1,0.5899557442139005,0.5899557442139005,0.6641705724855074,2.0780696574851173e-60,0.9888714085627963
Selection 3,PAGA/DPT,True,28,WBGene00001989,hot-4,0.5582603396978634,0.5582603396978634,0.595703338222079,1.5342681934342896e-45,0.9888714085627963
Selection 3,PAGA/DPT,True,29,WBGene00004944,sol-1,0.5544096953998362,0.5544096953998362,0.6083830272703962,5.078338872497901e-48,0.9888714085627963
Selection 3,PAGA/DPT,True,30,WBGene00009917,glb-18,0.5527503450085158,0.5527503450085158,0.5990908257582535,3.4517192846304515e-46,0.9888714085627963
Selection 3,PAGA/DPT,True,31,WBGene00044701,AH9.6,0.5463870282629483,0.5463870282629483,0.6282310121115012,3.8629676033033194e-52,0.9888714085627963
Selection 3,PAGA/DPT,True,32,WBGene00021804,Y53G8AM.4,0.5418878602813666,0.5418878602813666,0.6144915000041735,3.028804969821541e-49,0.9888714085627963
Selection 3,PAGA/DPT,True,33,WBGene00003849,odr-2,0.5405231700172185,0.5405231700172185,0.5766011683208504,4.8826176962450174e-42,0.9888714085627963
Selection 3,PAGA/DPT,True,34,WBGene00021254,Y22D7AL.16,0.5339299261090367,0.5339299261090367,0.5804760190698044,1.042034367600082e-42,0.9888714085627963
Selection 3,PAGA/DPT,True,35,WBGene00012989,Y48C3A.5,0.5333761686701746,0.5333761686701746,0.6121080535792608,9.104212531258997e-49,0.9888714085627963
Selection 3,PAGA/DPT,True,36,WBGene00020854,T27C4.1,0.5295880101801128,0.5295880101801128,0.5656219695384967,4.095216312023858e-40,0.9888714085627963
Selection 3,PAGA/DPT,True,37,WBGene00010592,K06A4.2,0.5218477450826966,0.5218477450826966,0.5764819471112488,5.073900682681082e-42,0.9888714085627963
Selection 3,PAGA/DPT,True,38,WBGene00269432,ZC132.11,0.5085023492927961,0.5085023492927961,0.5786746069329417,2.147027528347636e-42,0.9888714085627963
Selection 3,PAGA/DPT,True,39,WBGene00005246,srh-21,0.5080338373719764,0.5080338373719764,0.5883779346620671,3.7059351207239577e-44,0.9888714085627963
Selection 3,PAGA/DPT,True,40,WBGene00012016,inpp-1,0.5057770178262726,0.5057770178262726,0.554015066006194,3.727007782016993e-38,0.9888714085627963
Selection 3,PAGA/DPT,True,41,WBGene00009799,lgc-47,0.4893910229371136,0.4893910229371136,0.5673760212180688,2.0413852016596194e-40,0.9888714085627963
Selection 3,Slingshot,True,1,WBGene00007883,C33A12.4,0.8567820659020382,0.8567820659020382,0.8839261522371401,2.559142254936517e-157,0.9802842133754068
Selection 3,Slingshot,True,2,WBGene00002085,ins-2,-0.8473933642588372,-0.8473933642588372,-0.728034952208362,3.1551922624153423e-78,0.9802842133754068
Selection 3,Slingshot,True,3,WBGene00000468,ces-1,-0.8426169526859847,-0.8426169526859847,-0.7906669473986226,1.3939464683722531e-101,0.9802842133754068
Selection 3,Slingshot,True,4,WBGene00045386,C02B4.4,0.8423939794455813,0.8423939794455813,0.921005839474592,5.0842004860141645e-195,0.9802842133754068
Selection 3,Slingshot,True,5,WBGene00016114,flp-27,0.796130915478436,0.796130915478436,0.8413898405689819,2.71157696195559e-127,0.9802842133754068
Selection 3,Slingshot,True,6,WBGene00003890,osm-10,0.7776495410318249,0.7776495410318249,0.8402870179839799,1.0369320097846368e-126,0.9802842133754068
Selection 3,Slingshot,True,7,WBGene00010848,M04B2.6,0.7748572582096437,0.7748572582096437,0.8624124732715531,7.142168147599609e-141,0.9802842133754068
Selection 3,Slingshot,True,8,WBGene00001898,his-24,-0.7686386496892744,-0.7686386496892744,-0.7007083552610892,5.321269350145868e-70,0.9802842133754068
Selection 3,Slingshot,True,9,WBGene00019324,K02F2.5,0.7535032561463731,0.7535032561463731,0.817584443085858,3.0772727596071152e-114,0.9802842133754068
Selection 3,Slingshot,True,10,WBGene00235158,Y37E3.30,-0.7252350196876678,-0.7252350196876678,-0.6414288443050169,5.275348123372856e-55,0.9802842133754068
Selection 3,Slingshot,True,11,WBGene00017671,pgal-1,0.722529761166961,0.722529761166961,0.798467056009612,5.09223653565819e-105,0.9802842133754068
Selection 3,Slingshot,True,12,WBGene00022144,pghm-1,0.7158217926270573,0.7158217926270573,0.7532057159790586,8.514782844720195e-87,0.9802842133754068
Selection 3,Slingshot,True,13,WBGene00249817,F42G8.19,0.7113451736001233,0.7113451736001233,0.7579973219893213,1.826341864930248e-88,0.9802842133754068
Selection 3,Slingshot,True,14,WBGene00004207,ptb-1,0.7016811948998747,0.7016811948998747,0.7007140172575563,5.321269350145868e-70,0.9802842133754068
Selection 3,Slingshot,True,15,WBGene00001854,hil-3,-0.6929824162320763,-0.6929824162320763,-0.5883662100899518,3.9835350518631156e-44,0.9802842133754068
Selection 3,Slingshot,True,16,WBGene00006063,sto-1,-0.6913021891157933,-0.6913021891157933,-0.7994371847311063,2.0158984748169306e-105,0.9802842133754068
Selection 3,Slingshot,True,17,WBGene00012853,Y44A6D.2,0.6830206133692848,0.6830206133692848,0.7124631552499794,2.1237479519061178e-73,0.9802842133754068
Selection 3,Slingshot,True,18,WBGene00006985,zig-8,0.6747634131355175,0.6747634131355175,0.7064919064059855,1.2500778781580326e-71,0.9802842133754068
Selection 3,Slingshot,True,19,WBGene00011289,R102.2,0.6701998022327849,0.6701998022327849,0.7409664139832227,1.7373019633782748e-82,0.9802842133754068
Selection 3,Slingshot,True,20,WBGene00009901,F49E12.8,0.6497329216610847,0.6497329216610847,0.691532326878731,1.810288387745742e-67,0.9802842133754068
Selection 3,Slingshot,True,21,WBGene00012382,ttr-16,0.6489890838078151,0.6489890838078151,0.6938132304281284,4.303143323538582e-68,0.9802842133754068
Selection 3,Slingshot,True,22,WBGene00002253,lbp-1,-0.6339298250380475,-0.6339298250380475,-0.6355626728444749,1.0351289553674707e-53,0.9802842133754068
Selection 3,Slingshot,True,23,WBGene00194921,ZK742.7,0.6212801010545093,0.6212801010545093,0.6896335011935802,5.902173223073957e-67,0.9802842133754068
Selection 3,Slingshot,True,24,WBGene00005655,srr-4,0.6168564079774034,0.6168564079774034,0.6748057992093033,5.025323052067791e-63,0.9802842133754068
Selection 3,Slingshot,True,25,WBGene00010239,F58B4.6,0.6143766559305498,0.6143766559305498,0.6939639332490763,4.016041873004868e-68,0.9802842133754068
Selection 3,Slingshot,True,26,WBGene00001681,gpc-1,0.5912184432941329,0.5912184432941329,0.6578818108593705,7.4625679937691235e-59,0.9802842133754068
Selection 3,Slingshot,True,27,WBGene00004921,snt-1,0.5899557442139005,0.5899557442139005,0.6521255230366381,1.7328963767757319e-57,0.9802842133754068
Selection 3,Slingshot,True,28,WBGene00001989,hot-4,0.5582603396978634,0.5582603396978634,0.5714181056034748,4.757979701615187e-41,0.9802842133754068
Selection 3,Slingshot,True,29,WBGene00004944,sol-1,0.5544096953998362,0.5544096953998362,0.6293852777171038,2.3543620749495665e-52,0.9802842133754068
Selection 3,Slingshot,True,30,WBGene00009917,glb-18,0.5527503450085158,0.5527503450085158,0.6273980441302723,6.1566310499599686e-52,0.9802842133754068
Selection 3,Slingshot,True,31,WBGene00044701,AH9.6,0.5463870282629483,0.5463870282629483,0.5947863865213349,2.5111329172725283e-45,0.9802842133754068
Selection 3,Slingshot,True,32,WBGene00021804,Y53G8AM.4,0.5418878602813666,0.5418878602813666,0.5783060386325055,2.770243418339527e-42,0.9802842133754068
Selection 3,Slingshot,True,33,WBGene00003849,odr-2,0.5405231700172185,0.5405231700172185,0.5469712771200458,5.653348914826683e-37,0.9802842133754068
Selection 3,Slingshot,True,34,WBGene00021254,Y22D7AL.16,0.5339299261090367,0.5339299261090367,0.6011787747492411,1.4854600126460087e-46,0.9802842133754068
Selection 3,Slingshot,True,35,WBGene00012989,Y48C3A.5,0.5333761686701746,0.5333761686701746,0.5639615943273489,9.020727377354431e-40,0.9802842133754068
Selection 3,Slingshot,True,36,WBGene00020854,T27C4.1,0.5295880101801128,0.5295880101801128,0.5911510272045176,1.214563994379716e-44,0.9802842133754068
Selection 3,Slingshot,True,37,WBGene00010592,K06A4.2,0.5218477450826966,0.5218477450826966,0.5617096543325487,2.1841922273617304e-39,0.9802842133754068
Selection 3,Slingshot,True,38,WBGene00269432,ZC132.11,0.5085023492927961,0.5085023492927961,0.5557709718632556,2.097368016807536e-38,0.9802842133754068
Selection 3,Slingshot,True,39,WBGene00044144,M153.4,0.5027813113601478,0.5027813113601478,0.5588883467146928,6.419959600800889e-39,0.9802842133754068
Selection 3,Slingshot,True,40,WBGene00194909,F41E6.17,0.4991523708792919,0.4991523708792919,0.5704212092460895,7.06240750646563e-41,0.9802842133754068
Selection 3,Slingshot,True,41,WBGene00022063,Y67D8B.4,0.4955867747968342,0.4955867747968342,0.5512391493827251,1.1651522217707066e-37,0.9802842133754068
Selection 3,Slingshot,True,42,WBGene00003642,nhr-52,0.4924239015972302,0.4924239015972302,0.5561579550463385,1.8246443772021817e-38,0.9802842133754068
Selection 3,Slingshot,True,43,WBGene00001242,elo-4,0.4823935725517513,0.4823935725517513,0.5532944609870618,5.349491906109939e-38,0.9802842133754068
Selection 3,Monocle3 global,True,1,WBGene00007883,C33A12.4,0.8567820659020382,0.8567820659020382,0.8717339155852089,1.1047908258993267e-147,0.928216288767586
Selection 3,Monocle3 global,True,2,WBGene00002085,ins-2,-0.8473933642588372,-0.8473933642588372,-0.6583890028159124,8.341193245620573e-59,0.928216288767586
Selection 3,Monocle3 global,True,3,WBGene00000468,ces-1,-0.8426169526859847,-0.8426169526859847,-0.7735294143312652,2.334079313670252e-94,0.928216288767586
Selection 3,Monocle3 global,True,4,WBGene00045386,C02B4.4,0.8423939794455813,0.8423939794455813,0.9182776389743054,1.27484159510129e-191,0.928216288767586
Selection 3,Monocle3 global,True,5,WBGene00016114,flp-27,0.796130915478436,0.796130915478436,0.8882805602965138,4.50249838730454e-161,0.928216288767586
Selection 3,Monocle3 global,True,6,WBGene00003890,osm-10,0.7776495410318249,0.7776495410318249,0.8421212446776918,9.80771672570015e-128,0.928216288767586
Selection 3,Monocle3 global,True,7,WBGene00010848,M04B2.6,0.7748572582096437,0.7748572582096437,0.8104627837603534,1.2079160659678459e-110,0.928216288767586
Selection 3,Monocle3 global,True,8,WBGene00001898,his-24,-0.7686386496892744,-0.7686386496892744,-0.6204439933467689,2.434145117277469e-50,0.928216288767586
Selection 3,Monocle3 global,True,9,WBGene00019324,K02F2.5,0.7535032561463731,0.7535032561463731,0.7580426368715166,1.8737758757393295e-88,0.928216288767586
Selection 3,Monocle3 global,True,10,WBGene00235158,Y37E3.30,-0.7252350196876678,-0.7252350196876678,-0.5920122342046142,9.869963365625532e-45,0.928216288767586
Selection 3,Monocle3 global,True,11,WBGene00017671,pgal-1,0.722529761166961,0.722529761166961,0.7460956459072382,3.7437464264097274e-84,0.928216288767586
Selection 3,Monocle3 global,True,12,WBGene00022144,pghm-1,0.7158217926270573,0.7158217926270573,0.6983433644493073,2.798830643248268e-69,0.928216288767586
Selection 3,Monocle3 global,True,13,WBGene00249817,F42G8.19,0.7113451736001233,0.7113451736001233,0.7238603086805068,7.218374167004313e-77,0.928216288767586
Selection 3,Monocle3 global,True,14,WBGene00004207,ptb-1,0.7016811948998747,0.7016811948998747,0.7340464760753372,4.2174311513423164e-80,0.928216288767586
Selection 3,Monocle3 global,True,15,WBGene00006063,sto-1,-0.6913021891157933,-0.6913021891157933,-0.7774483772611585,7.1190321729458496e-96,0.928216288767586
Selection 3,Monocle3 global,True,16,WBGene00012853,Y44A6D.2,0.6830206133692848,0.6830206133692848,0.568482932638095,1.7574276748193147e-40,0.928216288767586
Selection 3,Monocle3 global,True,17,WBGene00006985,zig-8,0.6747634131355175,0.6747634131355175,0.7914799792749517,8.122648333689869e-102,0.928216288767586
Selection 3,Monocle3 global,True,18,WBGene00011289,R102.2,0.6701998022327849,0.6701998022327849,0.6604168839455168,2.748123445666459e-59,0.928216288767586
Selection 3,Monocle3 global,True,19,WBGene00009901,F49E12.8,0.6497329216610847,0.6497329216610847,0.7627158375115464,3.46934166813034e-90,0.928216288767586
Selection 3,Monocle3 global,True,20,WBGene00012382,ttr-16,0.6489890838078151,0.6489890838078151,0.6228248068889483,7.945585561025005e-51,0.928216288767586
Selection 3,Monocle3 global,True,21,WBGene00002253,lbp-1,-0.6339298250380475,-0.6339298250380475,-0.589306238414006,3.1231078927453214e-44,0.928216288767586
Selection 3,Monocle3 global,True,22,WBGene00194921,ZK742.7,0.6212801010545093,0.6212801010545093,0.6165944078182221,1.5001032708973548e-49,0.928216288767586
Selection 3,Monocle3 global,True,23,WBGene00005655,srr-4,0.6168564079774034,0.6168564079774034,0.6762595943471048,2.781632522146046e-63,0.928216288767586
Selection 3,Monocle3 global,True,24,WBGene00010239,F58B4.6,0.6143766559305498,0.6143766559305498,0.5798936761310793,1.6606430232089634e-42,0.928216288767586
Selection 3,Monocle3 global,True,25,WBGene00001681,gpc-1,0.5912184432941329,0.5912184432941329,0.5673400547442978,2.7518404278869958e-40,0.928216288767586
Selection 3,Monocle3 global,True,26,WBGene00004921,snt-1,0.5899557442139005,0.5899557442139005,0.6058724261965447,2.1609344022037238e-47,0.928216288767586
Selection 3,Monocle3 global,True,27,WBGene00001989,hot-4,0.5582603396978634,0.5582603396978634,0.6550736079874805,5.1311471697255876e-58,0.928216288767586
Selection 3,Monocle3 global,True,28,WBGene00004944,sol-1,0.5544096953998362,0.5544096953998362,0.5409203105139071,6.484146322952525e-36,0.928216288767586
Selection 3,Monocle3 global,True,29,WBGene00009917,glb-18,0.5527503450085158,0.5527503450085158,0.537015285734621,2.592324767316353e-35,0.928216288767586
Selection 3,Monocle3 global,True,30,WBGene00044701,AH9.6,0.5463870282629483,0.5463870282629483,0.5637805789112732,1.1178569560897801e-39,0.928216288767586
Selection 3,Monocle3 global,True,31,WBGene00021804,Y53G8AM.4,0.5418878602813666,0.5418878602813666,0.6009038902450924,2.0258592197449398e-46,0.928216288767586
Selection 3,Monocle3 global,True,32,WBGene00003849,odr-2,0.5405231700172185,0.5405231700172185,0.5531586742130565,7.103889305388534e-38,0.928216288767586
Selection 3,Monocle3 global,True,33,WBGene00012989,Y48C3A.5,0.5333761686701746,0.5333761686701746,0.608680964261451,5.97920812724381e-48,0.928216288767586
Selection 3,Monocle3 global,True,34,WBGene00019988,R09F10.5,0.5300377269609629,0.5300377269609629,0.5320191358482338,1.526294539642923e-34,0.928216288767586
Selection 3,Monocle3 global,True,35,WBGene00010592,K06A4.2,0.5218477450826966,0.5218477450826966,0.5473831244223213,6.018208878434949e-37,0.928216288767586
Selection 3,Monocle3 global,True,36,WBGene00005246,srh-21,0.5080338373719764,0.5080338373719764,0.5519656913710922,1.108510505663325e-37,0.928216288767586
Selection 3,Monocle3 global,True,37,WBGene00012016,inpp-1,0.5057770178262726,0.5057770178262726,0.5305341364347171,2.531018582533128e-34,0.928216288767586
Selection 3,Monocle3 global,True,38,WBGene00022842,ZK994.6,0.4929650161195044,0.4929650161195044,0.5279811545288018,6.089816148627431e-34,0.928216288767586
Selection 3,Monocle3 global,True,39,WBGene00011899,T21C12.3,0.487032552639032,0.487032552639032,0.5670192469423312,3.0884577748690985e-40,0.928216288767586
Selection 3,Monocle3 global,True,40,WBGene00045247,F54H12.8,0.4571802475762151,0.4571802475762151,0.5418471823177287,4.658333442316045e-36,0.928216288767586
Selection 3,Monocle3 global,True,41,WBGene00007253,C01H6.3,0.4419128954950447,0.4419128954950447,0.5309974022547401,2.1760193225530373e-34,0.928216288767586
Selection 3,Monocle3 partitioned,False,1,WBGene00007883,C33A12.4,0.8567820659020382,-0.8567820659020382,-0.6231050276912687,2.3434081628924e-50,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,2,WBGene00000468,ces-1,-0.8426169526859847,0.8426169526859847,0.5308100411459191,7.669631176528304e-34,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,3,WBGene00045386,C02B4.4,0.8423939794455813,-0.8423939794455813,-0.7449710769366165,1.4872175046057335e-82,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,4,WBGene00016114,flp-27,0.796130915478436,-0.796130915478436,-0.7318547536150433,2.1339708821063073e-78,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,5,WBGene00003890,osm-10,0.7776495410318249,-0.7776495410318249,-0.6750094072927075,3.0405158693433555e-62,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,6,WBGene00010848,M04B2.6,0.7748572582096437,-0.7748572582096437,-0.6246034766984994,1.213028237295592e-50,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,7,WBGene00019324,K02F2.5,0.7535032561463731,-0.7535032561463731,-0.5565981797890268,6.218730288419974e-38,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,8,WBGene00017671,pgal-1,0.722529761166961,-0.722529761166961,-0.5708297840762071,2.589704066684418e-40,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,9,WBGene00022144,pghm-1,0.7158217926270573,-0.7158217926270573,-0.4974178247111683,4.380244638352038e-29,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,10,WBGene00249817,F42G8.19,0.7113451736001233,-0.7113451736001233,-0.5371005259483586,8.215380378376639e-35,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,11,WBGene00004207,ptb-1,0.7016811948998747,-0.7016811948998747,-0.5300955682382735,9.543916838331636e-34,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,12,WBGene00006063,sto-1,-0.6913021891157933,0.6913021891157933,0.659409356113551,1.9399427000985035e-58,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,13,WBGene00006985,zig-8,0.6747634131355175,-0.6747634131355175,-0.7046551954266151,3.035661508505733e-70,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,14,WBGene00011289,R102.2,0.6701998022327849,-0.6701998022327849,-0.4647811946938572,6.899999966425244e-25,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,15,WBGene00009901,F49E12.8,0.6497329216610847,-0.6497329216610847,-0.6532550215386945,5.285181133199403e-57,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,16,WBGene00012382,ttr-16,0.6489890838078151,-0.6489890838078151,-0.4279417384030657,1.13490356822323e-20,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,17,WBGene00194921,ZK742.7,0.6212801010545093,-0.6212801010545093,-0.4376990785559964,1.0663104407565985e-21,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,18,WBGene00005655,srr-4,0.6168564079774034,-0.6168564079774034,-0.5512143081156706,4.756265001162389e-37,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,19,WBGene00010239,F58B4.6,0.6143766559305498,-0.6143766559305498,-0.39224110645691046,4.871745713874504e-17,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,20,WBGene00001681,gpc-1,0.5912184432941329,-0.5912184432941329,-0.3802609728310594,6.361618568043715e-16,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,21,WBGene00004921,snt-1,0.5899557442139005,-0.5899557442139005,-0.46535983243362733,5.966673121671513e-25,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,22,WBGene00001989,hot-4,0.5582603396978634,-0.5582603396978634,-0.5476473293502884,1.7700650354471296e-36,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,23,WBGene00004944,sol-1,0.5544096953998362,-0.5544096953998362,-0.3674891552448378,7.771170292778654e-15,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,24,WBGene00044701,AH9.6,0.5463870282629483,-0.5463870282629483,-0.43006576682826037,6.820425584434304e-21,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,25,WBGene00021804,Y53G8AM.4,0.5418878602813666,-0.5418878602813666,-0.5081458748166185,1.4881592578817512e-30,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,26,WBGene00003849,odr-2,0.5405231700172185,-0.5405231700172185,-0.4262587142443715,1.711375428476903e-20,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,27,WBGene00012989,Y48C3A.5,0.5333761686701746,-0.5333761686701746,-0.5231446541964305,1.0316733165877625e-32,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,28,WBGene00019988,R09F10.5,0.5300377269609629,-0.5300377269609629,-0.37127785224335685,3.716443427991722e-15,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,29,WBGene00010592,K06A4.2,0.5218477450826966,-0.5218477450826966,-0.4123048320418977,5.131342423911253e-19,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,30,WBGene00269432,ZC132.11,0.5085023492927961,-0.5085023492927961,-0.37999381320712106,6.657838522966799e-16,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,31,WBGene00005246,srh-21,0.5080338373719764,-0.5080338373719764,-0.4354196506018563,1.832361753321791e-21,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,32,WBGene00012016,inpp-1,0.5057770178262726,-0.5057770178262726,-0.4319896351112149,4.231192121566459e-21,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,33,WBGene00022842,ZK994.6,0.4929650161195044,-0.4929650161195044,-0.42799389287628176,1.13490356822323e-20,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,34,WBGene00009799,lgc-47,0.4893910229371136,-0.4893910229371136,-0.37162152709128826,3.4949941513101363e-15,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,35,WBGene00011899,T21C12.3,0.487032552639032,-0.487032552639032,-0.49131222840800826,2.877290235829109e-28,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,36,WBGene00045247,F54H12.8,0.4571802475762151,-0.4571802475762151,-0.4788757746543473,1.2209168858850924e-26,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,37,WBGene00007751,C26G2.2,0.4569943777232849,-0.4569943777232849,-0.3734028530610549,2.4815212255318882e-15,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,38,WBGene00219421,Y66D12A.30,0.4530002501453921,-0.4530002501453921,-0.37473629874582715,1.8919765568605705e-15,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,39,WBGene00017129,E04F6.10,0.4491020669832996,-0.4491020669832996,-0.43641998212832556,1.4368052951134468e-21,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,40,WBGene00007253,C01H6.3,0.4419128954950447,-0.4419128954950447,-0.47044875152303417,1.4227930646453058e-25,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,41,WBGene00003614,nhr-15,0.4175275815746344,-0.4175275815746344,-0.39721501177057555,1.6608022582110013e-17,-0.4300744530852295
Selection 3,Monocle3 partitioned,False,42,WBGene00002243,lad-2,0.4052419104591297,-0.4052419104591297,-0.4078394326524299,1.4728721369206559e-18,-0.4300744530852295
